"Fatty acids, total monounsaturated",g,1.500,--,--,0.425,1.695
"16:1 undifferentiated",g,0.040,--,--,0.011,0.045
"18:1 undifferentiated",g,1.470,--,--,0.417,1.661
"20:1",g,0.000,--,--,0.000,0.000
"22:1 undifferentiated",g,0.000,--,--,0.000,0.000
"Fatty acids, total polyunsaturated",g,6.620,--,--,1.877,7.481
"18:2 undifferentiated",g,5.820,--,--,1.650,6.577
"18:3 undifferentiated",g,0.800,--,--,0.227,0.904
"18:4",g,0.000,--,--,0.000,0.000
"20:4 undifferentiated",g,0.000,--,--,0.000,0.000
"20:5 n-3 (EPA)",g,0.000,--,--,0.000,0.000
"22:5 n-3 (DPA)",g,0.000,--,--,0.000,0.000
"22:6 n-3 (DHA)",g,0.000,--,--,0.000,0.000
"Cholesterol",mg,0,--,--,0,0
Amino Acids
"Tryptophan",g,0.398,--,--,0.113,0.450
"Threonine",g,1.218,--,--,0.345,1.376
"Isoleucine",g,1.066,--,--,0.302,1.205
"Leucine",g,1.976,--,--,0.560,2.233
"Lysine",g,1.847,--,--,0.524,2.087
"Methionine",g,0.574,--,--,0.163,0.649
"Cystine",g,0.576,--,--,0.163,0.651
"Phenylalanine",g,1.168,--,--,0.331,1.320
"Tyrosine",g,0.885,--,--,0.251,1.000
"Valine",g,1.507,--,--,0.427,1.703
"Arginine",g,2.348,--,--,0.666,2.653
"Histidine",g,0.810,--,--,0.230,0.915
"Alanine",g,1.858,--,--,0.527,2.100
"Aspartic acid",g,2.604,--,--,0.738,2.943
"Glutamic acid",g,5.026,--,--,1.425,5.679
"Glycine",g,1.791,--,--,0.508,2.024
"Proline",g,1.549,--,--,0.439,1.750
"Serine",g,1.386,--,--,0.393,1.566
Other
"Alcohol, ethyl",g,0.0,--,--,0.0,0.0
"Caffeine",mg,0,--,--,0,0
"Theobromine",mg,0,--,--,0,0


Sources of Data
1,"I.M. Heinonen, V. Ollilainen, E. Linkola, P. Varo, P. Koivistoinen","Carotenoids and Retinoids in Finnish Foods:  Cereal and Bakery Products",1989,Cereal Chemistry,664 pp. 270-270
2,"Nutrient Data Laboratory, ARS, USDA","Choline Study, Local pickup VPI, NFNAP",2006,,BeltsvilleMD pp. 270-270
3,"T.J. Koivu, V. I. Piironen, P.H. Mattila","Phylloquinone (Vitamin K) in Cereal Products",1997,Cereal Chemistry,751 pp. 1-1
