"12:0",g,0.000,1,--,0.000,0.000
"14:0",g,0.008,1,--,0.002,0.003
"16:0",g,0.226,1,--,0.068,0.095
"18:0",g,0.072,1,--,0.022,0.030
"20:0",g,0.008,1,--,0.002,0.003
"22:0",g,0.008,1,--,0.002,0.003
"24:0",g,0.000,1,--,0.000,0.000
"Fatty acids, total monounsaturated",g,0.265,--,--,0.080,0.111
"14:1",g,0.000,1,--,0.000,0.000
"15:1",g,0.000,1,--,0.000,0.000
"16:1 undifferentiated",g,0.000,--,--,0.000,0.000
"16:1 c",g,0.000,1,--,0.000,0.000
"16:1 t",g,0.000,1,--,0.000,0.000
"17:1",g,0.000,1,--,0.000,0.000
"18:1 undifferentiated",g,0.265,--,--,0.080,0.111
"18:1 c",g,0.265,1,--,0.080,0.111
"18:1 t",g,0.000,1,--,0.000,0.000
"20:1",g,0.000,1,--,0.000,0.000
"22:1 undifferentiated",g,0.000,--,--,0.000,0.000
"22:1 c",g,0.000,1,--,0.000,0.000
"22:1 t",g,0.000,1,--,0.000,0.000
"24:1 c",g,0.000,1,--,0.000,0.000
"Fatty acids, total polyunsaturated",g,0.669,--,--,0.201,0.281
"18:2 undifferentiated",g,0.629,--,--,0.189,0.264
"18:2 n-6 c,c",g,0.629,1,--,0.189,0.264
"18:2 CLAs",g,0.000,1,--,0.000,0.000
"18:2 t not further defined",g,0.000,1,--,0.000,0.000
"18:3 undifferentiated",g,0.032,--,--,0.010,0.013
"18:3 n-3 c,c,c (ALA)",g,0.032,1,--,0.010,0.013
"18:3 n-6 c,c,c",g,0.000,1,--,0.000,0.000
"18:4",g,0.000,1,--,0.000,0.000
"20:2 n-6 c,c",g,0.000,1,--,0.000,0.000
"20:3 undifferentiated",g,0.000,--,--,0.000,0.000
"20:3 n-6",g,0.000,1,--,0.000,0.000
"20:4 undifferentiated",g,0.000,1,--,0.000,0.000
"20:5 n-3 (EPA)",g,0.008,1,--,0.002,0.003
"22:4",g,0.000,1,--,0.000,0.000
"22:5 n-3 (DPA)",g,0.000,1,--,0.000,0.000
"22:6 n-3 (DHA)",g,0.000,1,--,0.000,0.000
"Fatty acids, total trans",g,0.000,--,--,0.000,0.000
"Fatty acids, total trans-monoenoic",g,0.000,--,--,0.000,0.000
"Cholesterol",mg,0,--,--,0,0
Amino Acids
"Tryptophan",g,0.028,--,--,0.008,0.012
"Threonine",g,0.130,--,--,0.039,0.055
"Isoleucine",g,0.149,--,--,0.045,0.063
"Leucine",g,0.633,--,--,0.190,0.266
"Lysine",g,0.028,--,--,0.008,0.012
"Methionine",g,0.065,--,--,0.020,0.027
"Cystine",g,0.065,--,--,0.020,0.027
"Phenylalanine",g,0.223,--,--,0.067,0.094
"Tyrosine",g,0.093,--,--,0.028,0.039
"Valine",g,0.195,--,--,0.059,0.082
"Arginine",g,0.084,--,--,0.025,0.035
"Histidine",g,0.112,--,--,0.034,0.047
"Alanine",g,0.354,--,--,0.106,0.149
"Aspartic acid",g,0.242,--,--,0.073,0.102
"Glutamic acid",g,0.931,--,--,0.279,0.391
"Glycine",g,0.121,--,--,0.036,0.051
"Proline",g,0.289,--,--,0.087,0.121
"Serine",g,0.195,--,--,0.059,0.082
Other
"Alcohol, ethyl",g,0.0,--,--,0.0,0.0
"Caffeine",mg,0,--,--,0,0
"Theobromine",mg,0,--,--,0,0


Sources of Data
1,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 15h",2011,,BeltsvilleMD
2,"Kellogg, Co.","Kellogg Company Products",2012,,MD
3,"Nutrient Data Laboratory, ARS, USDA","National Food and Nutrient Analysis Program Wave 10i",2006,,BeltsvilleMD
